# Target: Cessna KAFA  40AEAE  addrtype=1 (ICAO)  actype=2 (powered)
# Left-turning arc: -1.5 deg/s  descent: -2.5 m/s  speed: 49.44 m/s
# Alt 2028.3m -> 1875.8m at impact.  vdist=0 at impact.

$PFSIM,120000,40AEAE,1,2,47.311330,12.759143,2028.3,49.44,271.5,-2.5,-1.5*7D
$PFSIM,120001,40AEAE,1,2,47.311336,12.758487,2025.8,49.44,270.0,-2.5,-1.5*74
$PFSIM,120002,40AEAE,1,2,47.311330,12.757832,2023.3,49.44,268.5,-2.5,-1.5*7D
$PFSIM,120003,40AEAE,1,2,47.311312,12.757176,2020.8,49.44,267.0,-2.5,-1.5*77
$PFSIM,120004,40AEAE,1,2,47.311283,12.756522,2018.3,49.44,265.5,-2.5,-1.5*7A
$PFSIM,120005,40AEAE,1,2,47.311242,12.755869,2015.8,49.44,264.0,-2.5,-1.5*75
$PFSIM,120006,40AEAE,1,2,47.311190,12.755218,2013.3,49.44,262.5,-2.5,-1.5*78
$PFSIM,120007,40AEAE,1,2,47.311126,12.754568,2010.8,49.44,261.0,-2.5,-1.5*7B
$PFSIM,120008,40AEAE,1,2,47.311051,12.753922,2008.3,49.44,259.5,-2.5,-1.5*7C
$PFSIM,120009,40AEAE,1,2,47.310964,12.753279,2005.8,49.44,258.0,-2.5,-1.5*74
$PFSIM,120010,40AEAE,1,2,47.310866,12.752639,2003.3,49.44,256.5,-2.5,-1.5*78
$PFSIM,120011,40AEAE,1,2,47.310757,12.752004,2000.8,49.44,255.0,-2.5,-1.5*72
$PFSIM,120012,40AEAE,1,2,47.310636,12.751373,1998.3,49.44,253.5,-2.5,-1.5*74
$PFSIM,120013,40AEAE,1,2,47.310504,12.750746,1995.8,49.44,252.0,-2.5,-1.5*76
$PFSIM,120014,40AEAE,1,2,47.310361,12.750125,1993.3,49.44,250.5,-2.5,-1.5*7D
$PFSIM,120015,40AEAE,1,2,47.310207,12.749510,1990.8,49.44,249.0,-2.5,-1.5*72
$PFSIM,120016,40AEAE,1,2,47.310042,12.748901,1988.3,49.44,247.5,-2.5,-1.5*76
$PFSIM,120017,40AEAE,1,2,47.309867,12.748298,1985.8,49.44,246.0,-2.5,-1.5*79
$PFSIM,120018,40AEAE,1,2,47.309680,12.747703,1983.3,49.44,244.5,-2.5,-1.5*73
$PFSIM,120019,40AEAE,1,2,47.309484,12.747115,1980.8,49.44,243.0,-2.5,-1.5*7F
$PFSIM,120020,40AEAE,1,2,47.309277,12.746534,1978.3,49.44,241.5,-2.5,-1.5*72
$PFSIM,120021,40AEAE,1,2,47.309059,12.745962,1975.8,49.44,240.0,-2.5,-1.5*73
$PFSIM,120022,40AEAE,1,2,47.308832,12.745399,1973.3,49.44,238.5,-2.5,-1.5*7D
$PFSIM,120023,40AEAE,1,2,47.308595,12.744844,1970.8,49.44,237.0,-2.5,-1.5*74
$PFSIM,120024,40AEAE,1,2,47.308347,12.744299,1968.3,49.44,235.5,-2.5,-1.5*75
$PFSIM,120025,40AEAE,1,2,47.308091,12.743764,1965.8,49.44,234.0,-2.5,-1.5*7E
$PFSIM,120026,40AEAE,1,2,47.307825,12.743238,1963.3,49.44,232.5,-2.5,-1.5*77
$PFSIM,120027,40AEAE,1,2,47.307549,12.742723,1960.8,49.44,231.0,-2.5,-1.5*71
$PFSIM,120028,40AEAE,1,2,47.307265,12.742219,1958.3,49.44,229.5,-2.5,-1.5*77
$PFSIM,120029,40AEAE,1,2,47.306972,12.741726,1955.8,49.44,228.0,-2.5,-1.5*72
$PFSIM,120030,40AEAE,1,2,47.306670,12.741245,1953.3,49.44,226.5,-2.5,-1.5*71
$PFSIM,120031,40AEAE,1,2,47.306359,12.740775,1950.8,49.44,225.0,-2.5,-1.5*77
$PFSIM,120032,40AEAE,1,2,47.306041,12.740318,1948.3,49.44,223.5,-2.5,-1.5*70
$PFSIM,120033,40AEAE,1,2,47.305714,12.739873,1945.8,49.44,222.0,-2.5,-1.5*7F
$PFSIM,120034,40AEAE,1,2,47.305380,12.739441,1943.3,49.44,220.5,-2.5,-1.5*76
$PFSIM,120035,40AEAE,1,2,47.305038,12.739021,1940.8,49.44,219.0,-2.5,-1.5*72
$PFSIM,120036,40AEAE,1,2,47.304689,12.738616,1938.3,49.44,217.5,-2.5,-1.5*70
$PFSIM,120037,40AEAE,1,2,47.304332,12.738223,1935.8,49.44,216.0,-2.5,-1.5*74
$PFSIM,120038,40AEAE,1,2,47.303969,12.737845,1933.3,49.44,214.5,-2.5,-1.5*77
$PFSIM,120039,40AEAE,1,2,47.303599,12.737481,1930.8,49.44,213.0,-2.5,-1.5*7B
$PFSIM,120040,40AEAE,1,2,47.303223,12.737131,1928.3,49.44,211.5,-2.5,-1.5*78
$PFSIM,120041,40AEAE,1,2,47.302841,12.736796,1925.8,49.44,210.0,-2.5,-1.5*7E
$PFSIM,120042,40AEAE,1,2,47.302453,12.736476,1923.3,49.44,208.5,-2.5,-1.5*7E
$PFSIM,120043,40AEAE,1,2,47.302059,12.736171,1920.8,49.44,207.0,-2.5,-1.5*71
$PFSIM,120044,40AEAE,1,2,47.301661,12.735881,1918.3,49.44,205.5,-2.5,-1.5*7A
$PFSIM,120045,40AEAE,1,2,47.301257,12.735606,1915.8,49.44,204.0,-2.5,-1.5*79
$PFSIM,120046,40AEAE,1,2,47.300848,12.735348,1913.3,49.44,202.5,-2.5,-1.5*7E
$PFSIM,120047,40AEAE,1,2,47.300435,12.735105,1910.8,49.44,201.0,-2.5,-1.5*7C
$PFSIM,120048,40AEAE,1,2,47.300018,12.734878,1908.3,49.44,199.5,-2.5,-1.5*7F
$PFSIM,120049,40AEAE,1,2,47.299597,12.734668,1905.8,49.44,198.0,-2.5,-1.5*70
$PFSIM,120050,40AEAE,1,2,47.299172,12.734473,1903.3,49.44,196.5,-2.5,-1.5*79
$PFSIM,120051,40AEAE,1,2,47.298744,12.734296,1900.8,49.44,195.0,-2.5,-1.5*79
$PFSIM,120052,40AEAE,1,2,47.298313,12.734134,1898.3,49.44,193.5,-2.5,-1.5*7F
$PFSIM,120053,40AEAE,1,2,47.297879,12.733990,1895.8,49.44,192.0,-2.5,-1.5*75
$PFSIM,120054,40AEAE,1,2,47.297443,12.733862,1893.3,49.44,190.5,-2.5,-1.5*71
$PFSIM,120055,40AEAE,1,2,47.297005,12.733751,1890.8,49.44,189.0,-2.5,-1.5*7C
$PFSIM,120056,40AEAE,1,2,47.296565,12.733658,1888.3,49.44,187.5,-2.5,-1.5*7C
$PFSIM,120057,40AEAE,1,2,47.296123,12.733581,1885.8,49.44,186.0,-2.5,-1.5*7E
$PFSIM,120058,40AEAE,1,2,47.295681,12.733521,1883.3,49.44,184.5,-2.5,-1.5*7D
$PFSIM,120059,40AEAE,1,2,47.295237,12.733478,1880.8,49.44,183.0,-2.5,-1.5*72
$PFSIM,120100,40AEAE,1,2,47.294792,12.733453,1878.3,49.44,181.5,-2.5,-1.5*76
$PFSIM,120101,40AEAE,1,2,47.294348,12.733444,1875.8,49.44,180.0,-2.5,-1.5*70
$PFSIM,120102,40AEAE,1,2,47.293903,12.733453,1873.3,49.44,178.5,-2.5,-1.5*78
$PFSIM,120103,40AEAE,1,2,47.293459,12.733479,1870.8,49.44,177.0,-2.5,-1.5*71
$PFSIM,120104,40AEAE,1,2,47.293015,12.733522,1868.3,49.44,175.5,-2.5,-1.5*70
$PFSIM,120105,40AEAE,1,2,47.292572,12.733582,1865.8,49.44,174.0,-2.5,-1.5*7C
$PFSIM,120106,40AEAE,1,2,47.292131,12.733660,1863.3,49.44,172.5,-2.5,-1.5*7D
$PFSIM,120107,40AEAE,1,2,47.291691,12.733754,1860.8,49.44,171.0,-2.5,-1.5*7A
$PFSIM,120108,40AEAE,1,2,47.291253,12.733865,1858.3,49.44,169.5,-2.5,-1.5*7E
